account_id,tenure_years,seat_tier,seat_count,total_annual_ticket_spend,games_scheduled,games_attended,ticket_utilization_pct,secondary_resale_pct,total_season_concession_spend,rep_touchpoints_count,complaints_logged,customer_satisfaction_score,team_wins_attended,churned
NFL-STH-10525,3,Lower Bowl,2,3110,9,7,77.8,38.9,876.82,3,0,8.0,4,0
NFL-STH-10526,3,Lower Bowl,2,3507,9,3,33.3,64.0,417.75,4,0,9.0,2,0
NFL-STH-10527,2,Upper Bowl,2,1808,9,7,77.8,0.2,475.93,4,1,7.0,4,0
NFL-STH-10528,1,Club VIP,4,14018,9,9,100.0,0.0,4445.73,2,0,9.0,1,0
NFL-STH-10529,9,Upper Bowl,2,1727,9,7,77.8,2.2,570.29,10,1,8.0,3,0
NFL-STH-10530,7,Upper Bowl,2,1685,9,6,66.7,33.6,596.28,4,0,10.0,2,0
NFL-STH-10531,30,Upper Bowl,4,3637,9,5,55.6,50.5,993.45,3,0,10.0,1,0
NFL-STH-10532,23,Lower Bowl,4,6393,9,8,88.9,14.9,2317.12,0,2,7.0,5,0
NFL-STH-10533,4,Club VIP,2,6367,9,8,88.9,12.8,1775.04,2,0,10.0,5,0
NFL-STH-10534,6,Upper Bowl,2,1674,9,9,100.0,0.0,853.56,2,0,10.0,6,0
NFL-STH-10535,12,Upper Bowl,2,1648,9,6,66.7,44.9,468.96,1,0,7.0,2,0
NFL-STH-10536,8,Upper Bowl,2,1680,9,5,55.6,39.0,291.8,4,0,9.0,2,0
NFL-STH-10537,2,Club VIP,4,12842,9,9,100.0,0.0,3957.03,4,1,9.0,6,0
NFL-STH-10538,3,Upper Bowl,2,1786,9,7,77.8,31.1,571.83,2,0,10.0,4,0
NFL-STH-10539,1,Upper Bowl,2,1630,9,8,88.9,0.0,785.6,3,0,9.0,4,0
NFL-STH-10540,13,Upper Bowl,4,3337,9,8,88.9,2.1,1221.28,6,1,9.0,4,0
NFL-STH-10541,4,Upper Bowl,2,1821,9,5,55.6,26.3,279.1,2,0,,1,0
NFL-STH-10542,2,Upper Bowl,4,3304,9,8,88.9,8.4,1298.16,2,0,9.0,5,0
NFL-STH-10543,5,Upper Bowl,2,1702,9,9,100.0,0.0,740.43,4,2,6.0,3,0
NFL-STH-10544,4,Club VIP,6,20730,9,8,88.9,10.6,5983.04,5,0,10.0,5,0
NFL-STH-10545,2,Lower Bowl,2,3114,9,3,33.3,67.8,472.8,2,1,,1,0
NFL-STH-10546,1,Club VIP,4,12318,9,7,77.8,22.8,4073.23,2,0,9.0,2,0
NFL-STH-10547,5,Lower Bowl,4,6545,9,8,88.9,1.8,1794.8,4,1,,3,0
NFL-STH-10548,3,Lower Bowl,2,3185,9,8,88.9,9.2,892.16,3,2,,7,0
NFL-STH-10549,6,Club VIP,4,13241,9,9,100.0,0.0,3383.82,4,0,,6,0
NFL-STH-10550,3,Lower Bowl,6,10277,9,6,66.7,18.3,2717.34,3,0,10.0,3,0
NFL-STH-10551,8,Club VIP,4,12423,9,9,100.0,0.0,5623.92,2,0,9.0,5,0
NFL-STH-10552,4,Upper Bowl,4,3526,9,7,77.8,35.8,1031.8,5,0,,3,0
NFL-STH-10553,4,Upper Bowl,4,3487,9,7,77.8,19.2,1052.38,0,0,9.0,2,0
NFL-STH-10554,9,Club VIP,2,6218,9,9,100.0,0.0,2820.06,4,0,,7,0
NFL-STH-10555,3,Upper Bowl,2,1774,9,5,55.6,39.5,450.55,3,0,8.0,3,0
NFL-STH-10556,1,Lower Bowl,4,6342,9,6,66.7,49.2,1717.02,1,2,6.0,4,0
NFL-STH-10557,1,Lower Bowl,2,3274,9,7,77.8,9.8,659.89,4,0,10.0,2,0
NFL-STH-10558,6,Club VIP,4,12317,9,9,100.0,0.0,4930.83,4,0,,2,0
NFL-STH-10559,4,Lower Bowl,6,9781,9,9,100.0,0.0,2757.42,3,0,8.0,5,0
NFL-STH-10560,5,Upper Bowl,2,1693,9,6,66.7,22.0,343.92,0,0,9.0,5,0
NFL-STH-10561,1,Upper Bowl,2,1824,9,5,55.6,33.4,365.3,3,0,,2,0
NFL-STH-10562,1,Club VIP,4,12269,9,9,100.0,0.0,3792.78,5,0,10.0,4,0
NFL-STH-10563,1,Club VIP,2,6481,9,9,100.0,0.0,2060.28,1,1,7.0,6,0
NFL-STH-10564,2,Lower Bowl,4,6520,9,5,55.6,43.7,867.7,5,3,,1,1
NFL-STH-10565,4,Lower Bowl,2,3388,9,8,88.9,15.4,1270.08,2,0,10.0,2,0
NFL-STH-10566,2,Lower Bowl,4,6631,9,7,77.8,29.6,2293.62,2,0,9.0,4,0
NFL-STH-10567,3,Lower Bowl,2,3360,9,8,88.9,36.8,572.64,2,0,8.0,4,0
NFL-STH-10568,10,Upper Bowl,4,3626,9,4,44.4,33.1,796.56,3,0,,3,0
NFL-STH-10569,2,Upper Bowl,2,1834,9,7,77.8,28.3,446.53,5,0,9.0,4,0
NFL-STH-10570,3,Lower Bowl,4,6381,9,5,55.6,38.8,1557.1,5,0,,3,0
NFL-STH-10571,7,Upper Bowl,2,1752,9,5,55.6,38.5,393.15,2,0,9.0,3,0
NFL-STH-10572,3,Lower Bowl,4,6886,9,7,77.8,16.0,1832.11,3,1,,6,0
NFL-STH-10573,4,Lower Bowl,4,7029,9,6,66.7,24.2,1493.34,0,0,7.0,4,0
NFL-STH-10574,8,Lower Bowl,2,3466,9,4,44.4,72.4,665.44,4,0,8.0,3,0
NFL-STH-10575,12,Upper Bowl,2,1709,9,7,77.8,30.6,386.47,2,0,8.0,4,0
NFL-STH-10576,1,Upper Bowl,2,1664,9,7,77.8,22.4,645.12,8,1,,4,0
NFL-STH-10577,11,Upper Bowl,4,3479,9,6,66.7,46.8,1224.3,5,2,7.0,3,0
NFL-STH-10578,3,Lower Bowl,4,6791,9,7,77.8,7.1,2120.86,4,0,9.0,4,0
NFL-STH-10579,2,Upper Bowl,2,1740,9,8,88.9,0.0,1011.92,3,0,10.0,5,0
NFL-STH-10580,3,Club VIP,2,6543,9,9,100.0,0.0,1921.95,3,0,10.0,3,0
NFL-STH-10581,16,Upper Bowl,2,1828,9,9,100.0,0.0,892.35,1,0,10.0,5,0
NFL-STH-10582,3,Lower Bowl,4,6426,9,5,55.6,22.6,1268.15,1,0,,0,0
NFL-STH-10583,2,Lower Bowl,2,3452,9,8,88.9,4.1,1336.0,3,0,,5,0
NFL-STH-10584,5,Lower Bowl,8,12941,9,8,88.9,12.7,4152.64,4,0,10.0,4,0
NFL-STH-10585,2,Upper Bowl,2,1698,9,6,66.7,34.3,433.44,2,0,10.0,5,0
NFL-STH-10586,1,Club VIP,4,13031,9,8,88.9,12.6,4884.88,2,0,9.0,4,0
NFL-STH-10587,1,Upper Bowl,2,1809,9,6,66.7,19.2,421.02,4,2,5.0,2,1
NFL-STH-10588,1,Lower Bowl,2,3100,9,6,66.7,41.3,525.72,2,0,9.0,1,0
NFL-STH-10589,1,Upper Bowl,4,3330,9,4,44.4,58.0,557.32,3,0,7.0,0,1
NFL-STH-10590,1,Upper Bowl,4,3715,9,6,66.7,40.6,1108.56,2,0,9.0,4,0
NFL-STH-10591,5,Upper Bowl,8,6639,9,4,44.4,36.7,1725.44,1,0,9.0,2,0
NFL-STH-10592,1,Lower Bowl,2,3312,9,7,77.8,25.3,933.31,4,0,8.0,4,0
NFL-STH-10593,2,Lower Bowl,2,3318,9,6,66.7,21.4,1017.3,3,0,9.0,3,0
NFL-STH-10594,10,Club VIP,4,13100,9,9,100.0,0.0,3097.62,2,0,10.0,6,0
NFL-STH-10595,3,Upper Bowl,4,3558,9,9,100.0,0.0,1280.43,4,0,10.0,3,0
NFL-STH-10596,5,Lower Bowl,2,3150,9,9,100.0,0.0,1092.06,2,0,9.0,3,0
NFL-STH-10597,1,Lower Bowl,2,3305,9,5,55.6,40.4,632.8,3,0,,3,0
NFL-STH-10598,1,Lower Bowl,2,3218,9,7,77.8,27.5,927.64,0,0,9.0,5,0
NFL-STH-10599,1,Club VIP,4,13430,9,9,100.0,0.0,4941.81,4,0,10.0,7,0
NFL-STH-10600,1,Upper Bowl,2,1651,9,9,100.0,0.0,639.9,4,0,10.0,4,0
NFL-STH-10601,2,Club VIP,2,6628,9,8,88.9,12.0,1975.6,3,0,6.0,5,0
NFL-STH-10602,1,Upper Bowl,2,1662,9,6,66.7,24.8,474.6,0,0,10.0,2,0
NFL-STH-10603,1,Lower Bowl,2,3173,9,7,77.8,22.3,715.54,0,0,9.0,3,1
NFL-STH-10604,1,Club VIP,2,6289,9,6,66.7,18.0,1405.92,3,3,5.0,3,1
NFL-STH-10605,3,Lower Bowl,2,3127,9,9,100.0,0.0,1131.21,2,2,8.0,5,0
NFL-STH-10606,1,Club VIP,2,6872,9,7,77.8,33.7,1622.25,3,0,9.0,6,0
NFL-STH-10607,2,Lower Bowl,4,6354,9,7,77.8,20.1,1833.37,2,1,,2,0
NFL-STH-10608,3,Upper Bowl,2,1851,9,7,77.8,33.4,570.57,6,0,10.0,3,0
NFL-STH-10609,5,Club VIP,2,7011,9,9,100.0,0.0,1965.51,4,2,8.0,1,0
NFL-STH-10610,1,Upper Bowl,4,3521,9,6,66.7,28.0,1265.46,3,0,7.0,3,0
NFL-STH-10611,7,Club VIP,4,12434,9,7,77.8,17.0,2541.35,4,0,9.0,3,0
NFL-STH-10612,4,Lower Bowl,2,3219,9,8,88.9,3.5,866.96,6,0,,7,0
NFL-STH-10613,1,Upper Bowl,2,1818,9,7,77.8,31.0,949.2,3,0,10.0,3,0
NFL-STH-10614,9,Lower Bowl,2,3216,9,5,55.6,37.3,494.3,0,0,9.0,2,0
NFL-STH-10615,11,Club VIP,4,12327,9,8,88.9,17.5,2756.96,0,2,6.0,3,0
NFL-STH-10616,1,Lower Bowl,8,13229,9,5,55.6,40.6,3040.7,7,0,9.0,2,0
NFL-STH-10617,2,Lower Bowl,4,6891,9,8,88.9,0.0,1082.96,5,0,8.0,5,0
NFL-STH-10618,7,Upper Bowl,4,3635,9,6,66.7,27.6,903.54,2,1,6.0,1,0
NFL-STH-10619,6,Lower Bowl,4,6248,9,6,66.7,21.5,2332.5,6,0,10.0,0,0
NFL-STH-10620,1,Upper Bowl,2,1786,9,4,44.4,55.9,196.4,6,0,8.0,4,0
NFL-STH-10621,1,Upper Bowl,2,1671,9,2,22.2,65.9,80.72,2,0,8.0,0,0
NFL-STH-10622,2,Lower Bowl,4,6289,9,7,77.8,31.5,1190.35,4,0,,5,0
NFL-STH-10623,3,Upper Bowl,6,5513,9,6,66.7,32.4,1763.4,2,0,8.0,3,0
NFL-STH-10624,4,Lower Bowl,2,3159,9,6,66.7,31.5,982.44,1,0,,4,0
NFL-STH-10625,2,Upper Bowl,4,3364,9,3,33.3,73.3,418.5,5,0,7.0,0,0
NFL-STH-10626,3,Club VIP,2,6080,9,8,88.9,20.7,2193.28,7,0,10.0,6,0
NFL-STH-10627,6,Upper Bowl,2,1837,9,6,66.7,33.1,646.86,0,1,8.0,3,0
NFL-STH-10628,1,Lower Bowl,2,3420,9,6,66.7,25.6,1101.72,2,0,9.0,4,0
NFL-STH-10629,2,Lower Bowl,2,3341,9,6,66.7,15.6,735.66,0,0,10.0,4,0
NFL-STH-10630,5,Upper Bowl,4,3612,9,7,77.8,15.3,475.58,4,0,10.0,3,0
NFL-STH-10631,10,Upper Bowl,2,1653,9,9,100.0,0.0,572.22,5,0,,7,0
NFL-STH-10632,3,Club VIP,4,13039,9,9,100.0,0.0,3935.88,2,0,9.0,4,0
NFL-STH-10633,4,Lower Bowl,4,6417,9,8,88.9,4.9,1955.68,1,0,8.0,2,0
NFL-STH-10634,1,Upper Bowl,6,4916,9,4,44.4,56.7,914.92,3,0,8.0,1,0
NFL-STH-10635,3,Upper Bowl,2,1738,9,7,77.8,18.7,716.66,2,0,8.0,2,0
NFL-STH-10636,4,Upper Bowl,2,1849,9,4,44.4,62.5,421.96,3,0,10.0,3,0
NFL-STH-10637,2,Upper Bowl,2,1625,9,6,66.7,27.2,459.42,3,0,10.0,4,0
NFL-STH-10638,2,Upper Bowl,8,6757,9,6,66.7,32.7,2447.28,5,0,8.0,3,0
NFL-STH-10639,2,Upper Bowl,6,5003,9,6,66.7,45.1,1568.76,4,0,9.0,5,0
NFL-STH-10640,1,Lower Bowl,2,3154,9,8,88.9,14.5,1055.52,2,0,8.0,2,0
NFL-STH-10641,2,Club VIP,4,13904,9,7,77.8,21.6,3994.55,7,0,10.0,5,0
NFL-STH-10642,1,Upper Bowl,2,1734,9,7,77.8,16.2,570.15,3,1,10.0,2,0
NFL-STH-10643,2,Upper Bowl,4,3467,9,4,44.4,49.3,969.24,3,0,7.0,4,0
NFL-STH-10644,1,Club VIP,2,6810,9,7,77.8,13.7,1176.56,0,0,9.0,3,0
NFL-STH-10645,9,Lower Bowl,4,6228,9,7,77.8,16.8,1603.63,6,1,8.0,5,0
NFL-STH-10646,4,Upper Bowl,2,1739,9,7,77.8,29.8,542.29,3,0,9.0,6,0
NFL-STH-10647,5,Lower Bowl,4,6492,9,9,100.0,0.0,2577.33,0,0,,4,0
NFL-STH-10648,7,Lower Bowl,4,6653,9,8,88.9,8.9,2688.64,6,0,9.0,5,0
NFL-STH-10649,3,Lower Bowl,4,7039,9,3,33.3,53.2,775.62,3,0,7.0,1,0
NFL-STH-10650,1,Lower Bowl,2,3409,9,7,77.8,39.9,611.31,6,0,10.0,4,0
NFL-STH-10651,4,Lower Bowl,2,3230,9,8,88.9,14.3,1242.24,1,0,,6,0
NFL-STH-10652,4,Lower Bowl,2,3437,9,6,66.7,19.2,915.9,5,0,10.0,1,0
NFL-STH-10653,6,Club VIP,2,6243,9,9,100.0,0.0,1286.19,4,0,10.0,5,0
NFL-STH-10654,3,Upper Bowl,2,1622,9,2,22.2,73.4,159.84,4,1,5.0,1,0
NFL-STH-10655,1,Lower Bowl,6,9414,9,6,66.7,34.4,1481.34,4,0,9.0,3,0
NFL-STH-10656,2,Upper Bowl,4,3403,9,6,66.7,50.3,800.46,1,2,,3,0
NFL-STH-10657,2,Upper Bowl,2,1745,9,4,44.4,44.5,247.76,1,2,7.0,3,1
NFL-STH-10658,5,Lower Bowl,2,3335,9,8,88.9,20.9,1234.24,9,2,7.0,6,0
NFL-STH-10659,4,Upper Bowl,2,1847,9,4,44.4,69.6,329.36,6,1,,2,0
NFL-STH-10660,2,Lower Bowl,4,6569,9,8,88.9,4.8,1462.88,4,0,10.0,5,0
NFL-STH-10661,18,Upper Bowl,2,1742,9,5,55.6,41.6,488.0,2,0,,3,1
NFL-STH-10662,4,Lower Bowl,6,9192,9,8,88.9,0.7,2087.68,3,0,,4,0
NFL-STH-10663,2,Upper Bowl,2,1623,9,6,66.7,31.3,519.6,4,0,8.0,3,0
NFL-STH-10664,1,Upper Bowl,8,7022,9,5,55.6,44.0,1274.4,4,1,,5,0
NFL-STH-10665,1,Lower Bowl,4,6500,9,7,77.8,28.8,1666.42,2,3,,4,1
NFL-STH-10666,2,Club VIP,2,6885,9,7,77.8,33.1,1856.47,1,0,9.0,4,0
NFL-STH-10667,1,Upper Bowl,6,4967,9,6,66.7,25.8,1627.74,4,0,9.0,5,0
NFL-STH-10668,1,Upper Bowl,2,1621,9,7,77.8,2.5,747.18,1,0,10.0,5,0
NFL-STH-10669,2,Lower Bowl,4,6511,9,8,88.9,10.9,2040.48,4,0,,7,0
NFL-STH-10670,1,Upper Bowl,2,1675,9,8,88.9,14.0,689.04,5,0,,1,0
NFL-STH-10671,10,Lower Bowl,4,6127,9,6,66.7,35.8,1402.44,2,0,10.0,3,0
NFL-STH-10672,1,Upper Bowl,4,3599,9,6,66.7,30.0,1003.68,4,1,8.0,5,0
NFL-STH-10673,3,Lower Bowl,4,6187,9,6,66.7,34.5,1718.22,2,0,9.0,6,0
NFL-STH-10674,3,Upper Bowl,4,3540,9,7,77.8,37.4,1092.49,3,1,7.0,3,0
NFL-STH-10675,17,Lower Bowl,2,3174,9,7,77.8,26.0,531.23,4,0,10.0,4,0
NFL-STH-10676,1,Lower Bowl,2,3123,9,7,77.8,18.5,979.58,4,1,8.0,3,0
NFL-STH-10677,3,Club VIP,2,6444,9,8,88.9,6.1,2065.84,3,0,10.0,2,0
NFL-STH-10678,14,Club VIP,2,6849,9,9,100.0,0.0,1853.91,5,1,10.0,5,0
NFL-STH-10679,9,Lower Bowl,4,6456,9,9,100.0,0.0,1646.46,3,0,8.0,6,0
NFL-STH-10680,7,Lower Bowl,2,3400,9,9,100.0,0.0,1568.52,2,0,9.0,4,0
NFL-STH-10681,2,Upper Bowl,8,6587,9,4,44.4,53.9,1437.28,1,0,,1,0
NFL-STH-10682,1,Club VIP,4,13643,9,5,55.6,60.8,2285.45,4,1,5.0,3,0
NFL-STH-10683,5,Lower Bowl,4,6307,9,7,77.8,20.4,1342.46,2,0,,3,0
NFL-STH-10684,11,Lower Bowl,2,3365,9,9,100.0,0.0,948.15,4,0,10.0,6,0
NFL-STH-10685,4,Club VIP,4,13246,9,9,100.0,0.0,5492.34,5,0,9.0,5,0
NFL-STH-10686,4,Club VIP,6,20915,9,9,100.0,0.0,6665.85,0,0,10.0,4,0
NFL-STH-10687,2,Lower Bowl,2,3225,9,7,77.8,22.0,794.36,2,1,8.0,2,0
NFL-STH-10688,6,Lower Bowl,4,6143,9,9,100.0,0.0,2615.22,2,0,9.0,4,0
NFL-STH-10689,1,Lower Bowl,4,6098,9,8,88.9,6.3,1689.12,2,0,,3,0
NFL-STH-10690,2,Lower Bowl,2,3436,9,6,66.7,44.3,1050.18,1,3,5.0,4,1
NFL-STH-10691,3,Lower Bowl,2,3291,9,5,55.6,64.0,852.9,2,1,7.0,4,0
NFL-STH-10692,3,Club VIP,2,6824,9,9,100.0,0.0,1950.03,2,1,7.0,5,0
NFL-STH-10693,2,Lower Bowl,2,3152,9,7,77.8,26.7,777.98,7,0,9.0,5,0
NFL-STH-10694,1,Upper Bowl,2,1702,9,8,88.9,11.9,221.12,2,0,10.0,4,0
NFL-STH-10695,4,Lower Bowl,2,3054,9,7,77.8,22.6,598.85,3,0,10.0,5,0
NFL-STH-10696,2,Upper Bowl,2,1860,9,5,55.6,20.6,266.05,1,0,7.0,2,0
NFL-STH-10697,4,Lower Bowl,2,3360,9,6,66.7,40.8,804.36,4,0,10.0,2,0
NFL-STH-10698,1,Upper Bowl,6,5558,9,5,55.6,45.7,1102.15,2,0,10.0,3,0
NFL-STH-10699,3,Upper Bowl,2,1682,9,5,55.6,48.7,265.45,3,0,8.0,4,0
NFL-STH-10700,4,Lower Bowl,6,10000,9,7,77.8,15.1,2552.9,5,0,10.0,3,0
NFL-STH-10701,1,Upper Bowl,2,1788,9,5,55.6,40.6,450.55,3,1,6.0,0,0
NFL-STH-10702,2,Club VIP,2,6384,9,8,88.9,7.0,2131.12,3,0,9.0,4,0
NFL-STH-10703,1,Club VIP,2,6894,9,5,55.6,54.6,725.1,3,0,,5,0
NFL-STH-10704,1,Upper Bowl,2,1856,9,4,44.4,51.8,309.72,4,2,6.0,4,0
NFL-STH-10705,19,Upper Bowl,2,1840,9,8,88.9,31.9,418.64,6,0,10.0,5,0
NFL-STH-10706,2,Club VIP,4,13579,9,6,66.7,37.6,3421.02,5,0,8.0,4,0
NFL-STH-10707,7,Lower Bowl,2,3173,9,6,66.7,20.5,921.12,1,2,8.0,2,0
NFL-STH-10708,2,Club VIP,4,12700,9,7,77.8,20.9,2731.4,4,2,6.0,3,0
NFL-STH-10709,5,Lower Bowl,4,7004,9,9,100.0,0.0,1926.36,1,0,10.0,6,0
NFL-STH-10710,6,Upper Bowl,2,1617,9,6,66.7,26.8,424.62,3,0,10.0,4,0
NFL-STH-10711,4,Lower Bowl,2,3383,9,7,77.8,0.3,436.94,4,0,8.0,5,0
NFL-STH-10712,3,Lower Bowl,4,6757,9,7,77.8,38.2,1961.12,4,0,10.0,2,0
NFL-STH-10713,3,Lower Bowl,2,3338,9,5,55.6,51.4,609.05,5,0,8.0,3,0
NFL-STH-10714,2,Club VIP,2,7030,9,9,100.0,0.0,2596.59,3,0,,4,0
NFL-STH-10715,11,Lower Bowl,8,12758,9,8,88.9,16.4,3105.52,1,0,10.0,5,0
NFL-STH-10716,8,Upper Bowl,2,1701,9,6,66.7,35.0,405.72,1,0,10.0,3,0
NFL-STH-10717,14,Upper Bowl,4,3270,9,8,88.9,0.0,797.92,4,0,9.0,5,0
NFL-STH-10718,1,Upper Bowl,8,6911,9,7,77.8,17.4,1677.62,5,0,,4,0
NFL-STH-10719,6,Club VIP,2,6330,9,9,100.0,0.0,1628.1,2,0,,4,0
NFL-STH-10720,12,Upper Bowl,2,1702,9,3,33.3,75.1,299.76,4,0,9.0,1,0
NFL-STH-10721,1,Upper Bowl,2,1827,9,8,88.9,0.6,528.24,6,0,8.0,5,0
NFL-STH-10722,1,Upper Bowl,2,1853,9,8,88.9,0.0,659.84,3,0,9.0,6,0
NFL-STH-10723,6,Lower Bowl,2,3129,9,9,100.0,0.0,1067.22,3,0,10.0,5,0
NFL-STH-10724,4,Lower Bowl,4,6437,9,5,55.6,42.1,919.15,3,0,10.0,3,0
NFL-STH-10725,8,Lower Bowl,2,3485,9,5,55.6,43.0,624.75,2,0,,2,0
NFL-STH-10726,1,Club VIP,2,6139,9,7,77.8,23.6,1889.72,4,0,9.0,2,0
NFL-STH-10727,7,Lower Bowl,8,12337,9,7,77.8,29.5,2625.49,2,0,9.0,6,0
NFL-STH-10728,1,Lower Bowl,4,6236,9,8,88.9,17.5,2468.4,1,0,9.0,5,0
NFL-STH-10729,1,Lower Bowl,4,6651,9,7,77.8,24.8,1463.14,2,0,9.0,5,0
NFL-STH-10730,1,Upper Bowl,2,1653,9,6,66.7,45.3,422.04,2,0,10.0,3,0
NFL-STH-10731,7,Lower Bowl,4,7009,9,8,88.9,0.0,2334.72,4,0,9.0,5,0
NFL-STH-10732,5,Club VIP,2,6508,9,9,100.0,0.0,1861.47,4,0,10.0,4,0
NFL-STH-10733,3,Upper Bowl,2,1742,9,6,66.7,38.3,484.5,3,0,10.0,4,0
NFL-STH-10734,2,Upper Bowl,2,1677,9,6,66.7,39.6,442.26,4,2,6.0,3,0
NFL-STH-10735,9,Upper Bowl,4,3470,9,4,44.4,43.2,660.68,4,0,10.0,1,0
NFL-STH-10736,2,Upper Bowl,2,1783,9,6,66.7,18.3,194.34,1,0,10.0,2,1
NFL-STH-10737,7,Lower Bowl,2,3400,9,9,100.0,0.0,675.99,5,2,,2,0
NFL-STH-10738,3,Upper Bowl,2,1807,9,7,77.8,14.7,646.24,4,1,8.0,3,0
NFL-STH-10739,2,Club VIP,2,6634,9,9,100.0,0.0,2626.74,1,0,7.0,3,0
NFL-STH-10740,3,Lower Bowl,4,6948,9,6,66.7,26.7,1232.22,5,0,10.0,4,0
NFL-STH-10741,2,Lower Bowl,4,6864,9,7,77.8,29.7,1717.52,4,0,,5,0
NFL-STH-10742,6,Lower Bowl,4,6806,9,8,88.9,5.0,2221.44,1,0,9.0,8,0
NFL-STH-10743,3,Club VIP,2,6133,9,6,66.7,24.7,1647.96,2,0,9.0,3,0
NFL-STH-10744,2,Upper Bowl,2,1616,9,8,88.9,5.0,315.6,4,0,,2,0
NFL-STH-10745,10,Upper Bowl,2,1669,9,8,88.9,22.3,498.24,2,0,,6,0
NFL-STH-10746,2,Lower Bowl,2,3358,9,8,88.9,11.2,960.16,6,0,9.0,4,0
NFL-STH-10747,4,Club VIP,2,6474,9,8,88.9,9.3,2201.28,4,0,,3,0
NFL-STH-10748,10,Upper Bowl,4,3435,9,7,77.8,21.1,1819.58,6,1,8.0,2,0
NFL-STH-10749,4,Upper Bowl,2,1840,9,4,44.4,68.5,301.76,4,1,,2,1
NFL-STH-10750,1,Lower Bowl,2,3469,9,5,55.6,36.9,438.95,4,0,8.0,1,0
NFL-STH-10751,12,Upper Bowl,2,1846,9,6,66.7,46.5,528.3,2,0,9.0,4,0
NFL-STH-10752,4,Lower Bowl,2,3190,9,6,66.7,35.4,1017.78,1,0,,4,0
NFL-STH-10753,2,Lower Bowl,2,3371,9,6,66.7,31.7,799.44,3,0,8.0,3,0
NFL-STH-10754,1,Upper Bowl,8,6737,9,8,88.9,36.1,1979.76,2,2,7.0,5,1
NFL-STH-10755,7,Lower Bowl,4,6262,9,7,77.8,11.6,2222.36,4,1,,7,0
NFL-STH-10756,4,Lower Bowl,6,9385,9,6,66.7,29.8,2698.32,5,0,8.0,3,0
NFL-STH-10757,4,Upper Bowl,2,1702,9,8,88.9,0.0,475.84,0,0,7.0,3,0
NFL-STH-10758,9,Upper Bowl,2,1724,9,7,77.8,31.7,613.41,5,0,,3,0
NFL-STH-10759,7,Club VIP,2,6877,9,8,88.9,28.0,2318.88,3,0,9.0,5,0
NFL-STH-10760,1,Club VIP,2,6195,9,8,88.9,27.8,2392.72,3,0,,4,0
NFL-STH-10761,2,Club VIP,4,13571,9,9,100.0,0.0,4260.24,5,0,10.0,6,0
NFL-STH-10762,2,Upper Bowl,2,1750,9,9,100.0,0.0,655.56,0,0,8.0,8,0
NFL-STH-10763,6,Lower Bowl,2,3178,9,8,88.9,23.3,1334.56,3,0,9.0,4,0
NFL-STH-10764,1,Club VIP,2,6553,9,6,66.7,31.3,1076.94,1,0,10.0,5,0
NFL-STH-10765,4,Upper Bowl,2,1691,9,7,77.8,18.5,621.39,2,2,5.0,6,0
NFL-STH-10766,6,Lower Bowl,4,6652,9,6,66.7,16.6,1066.8,3,0,9.0,2,0
NFL-STH-10767,9,Lower Bowl,2,3248,9,9,100.0,0.0,1457.64,1,0,9.0,8,0
NFL-STH-10768,2,Lower Bowl,2,3118,9,8,88.9,31.5,978.08,1,0,,2,0
NFL-STH-10769,7,Upper Bowl,2,1644,9,8,88.9,15.8,842.96,4,0,,4,0
NFL-STH-10770,1,Club VIP,2,6604,9,6,66.7,28.4,1587.42,5,0,8.0,1,0
NFL-STH-10771,8,Lower Bowl,4,6946,9,8,88.9,24.4,1492.88,5,0,10.0,7,0
NFL-STH-10772,1,Upper Bowl,4,3405,9,6,66.7,23.6,1301.94,2,1,,3,0
NFL-STH-10773,3,Lower Bowl,6,10175,9,9,100.0,0.0,4766.49,2,0,8.0,6,0
NFL-STH-10774,7,Lower Bowl,4,6712,9,8,88.9,15.2,2503.52,3,0,10.0,3,0
NFL-STH-10775,1,Lower Bowl,2,3487,9,6,66.7,31.6,642.9,5,0,8.0,4,0
NFL-STH-10776,2,Club VIP,4,13736,9,9,100.0,0.0,4044.6,6,1,8.0,6,0
NFL-STH-10777,6,Lower Bowl,2,3311,9,6,66.7,39.7,806.16,3,2,6.0,2,0
NFL-STH-10778,6,Lower Bowl,2,3355,9,8,88.9,10.5,871.12,1,0,,5,0
NFL-STH-10779,5,Lower Bowl,4,6942,9,8,88.9,0.0,2892.32,2,0,8.0,7,0
NFL-STH-10780,5,Club VIP,2,6463,9,8,88.9,11.9,1977.76,2,0,10.0,5,0
NFL-STH-10781,4,Upper Bowl,6,5094,9,7,77.8,32.7,544.6,2,0,10.0,3,0
NFL-STH-10782,2,Upper Bowl,2,1617,9,6,66.7,33.0,520.74,2,0,9.0,4,0
NFL-STH-10783,2,Upper Bowl,4,3651,9,7,77.8,30.0,1022.49,2,0,8.0,4,0
NFL-STH-10784,1,Upper Bowl,4,3638,9,7,77.8,11.7,1099.0,3,0,8.0,6,0
NFL-STH-10785,10,Lower Bowl,4,6180,9,6,66.7,33.0,1427.28,4,0,10.0,3,0
NFL-STH-10786,4,Upper Bowl,4,3524,9,5,55.6,38.2,961.4,3,0,8.0,2,0
NFL-STH-10787,3,Lower Bowl,4,6525,9,6,66.7,40.8,1963.08,2,1,8.0,4,1
NFL-STH-10788,3,Upper Bowl,2,1645,9,7,77.8,22.5,599.62,2,0,8.0,4,0
